CreditCardName,card_issuer,credit_card_id,Highlights,WelcomeOffers,applyNow,Applynowsequence,cardsequence,Apply_Link,featured_text,IssuerName,Website,URL_launch_apply,cc_applyNowWeb,Apply_Link_Web,forapplycard,url,StartingColor,EndColor,card_type,JoiningFees,RenewalFees,bsf_movies,bsf_travel,bsf_dining,bsf_fuel,bsf_shoping,id,Rewards,Movie,Dining,Travel,Lounge,Golf,Fuel,RewardRedemption
IndianOil Citi Visa Credit Card,9,269,"- 1 Turbo Point for every Rs. 150 you spend.
- You get 2x Turbo Points for spending on groceries and supermarkets.
- You get 4x Turbo Points on spending on fuel at authorized IndianOil outlets.
- Get a welcome bonus of 250 Turbo Points.
- Turbo Points are redeemable against a variety of categories, including fuel, cashback, shopping, etc.
- Exciting dining discount offers across several participating restaurants.
- A 1% fuel surcharge waiver.
- Spending based renewal fee waiver.
- 24*7 customer support.",- 250 Turbo Points on card activation.,TRUE,14,,https://www.online.citibank.co.in/credit-card/apply?eOfferCode=EM373DINCCAENCRAP&site=CARDINSIDERSMS_LL_app_{param},"Get ₹ 3,000 Cashback",Citi Bank,https://www.billdesk.com/pgidsk/pgijsp/citicard/CITICARDVerify.jsp,TRUE,FALSE,,FALSE,https://cinsim.cardinsider.com/fa0eba0ed451679a480438eae0351d32.png,0xff314D58,0xff0D2025,components_visa_visas,"Rs. 1,000 + GST","Rs. 1,000 + GST",FALSE,FALSE,FALSE,TRUE,FALSE,236,"- 4 Turbo Points on every other ₹ 150 spent on fuel.
- 2 Turbo Points on every other ₹ 150 spent at groceries & Supermarkets.
- 1 Turbo Point on every other ₹ 150 spent on this credit card.",,- Up to a 20% discount on dining across several participating restaurants.,,,,- 1% fuel surcharge waived off at Indian Oil petrol pumps.,"- Redeem your turbo points against fuel, Airmiles. and other categories.
- 1 Turbo point = ₹ 1 for fuel
- 1 Turbo point = ₹ 0.25 to ₹ 0.35 for other categories
- 1 Turbo point = ₹ 0.75 Airmile/Intermile"
Citi Rewards MasterCard,9,345,"- Up to 2,500 Reward Points as a welcome gift.
- 1 Reward Points per Rs. 125 you spend.
- 10x Reward Points on apparel & departmental stores.
- Get 300 bonus Reward Points by spending Rs. 30,000 or more every month.
- Spend Rs. 30,000 or more in the previous year and the renewal fee for the card can be waived off.
- 1% fuel surcharge waiver on all fuel transactions.","- Up to 2,500 Reward Points",FALSE,,,,,Citi Bank,https://www.billdesk.com/pgidsk/pgijsp/citicard/CITICARDVerify.jsp,TRUE,FALSE,,FALSE,https://cinsim.cardinsider.com/becc17151337028246636faa226fa970.png,0xff314D58,0xff0D2025,components_master_card_master_cards,"Rs. 1,000 + GST","Rs. 1,000 + GST",FALSE,FALSE,FALSE,FALSE,TRUE,302,"- 1 Reward Points on every ₹ 125 you spend.
- 10x Reward Points on apparel & departmental stores.
- 300 bonus Reward Points on a minimum monthly spend of ₹ 30,000 ",,"- A discount of up to 20% on dining at partnered restaurants.

",,,,- 1% fuel surcharge waiver at all authorized Indian Oil outlets for a minimum transaction of ₹ 10,"- The Reward Points are redeemable against Air Miles, product catalog, or cash back whenever you want with a rate of 1 RP = up to Re. 0.30."
Citi Prestige Visa Credit Card,9,259,"- Welcome benefit of 2,500 bonus reward points at the time of joining.
- An annual benefit worth Rs. 10,000 from Taj group / ITC hotels every year.
- 1 reward point for every Rs. 100 on domestic spends.
- 2x reward points on international spends.
- Reward points redeemable for gift vouchers and gadgets, transferable to frequent flyer points, hotel loyalty programs, and many more categories.
- Complimentary Taj Epicure and Taj InnerCircle membership.","- 2,500 bonus reward points and a benefit worth Rs. 10,000 from ITC hotels or the Taj group.",FALSE,,,,,Citi Bank,https://www.billdesk.com/pgidsk/pgijsp/citicard/CITICARDVerify.jsp,TRUE,FALSE,,FALSE,https://cinsim.cardinsider.com/5cd1f02fb4a32ff4962a66ef8994b389.png,0xff314D58,0xff0D2025,components_visa_visas,"Rs. 20,000 + GST","Rs. 20,000 + GST",FALSE,TRUE,FALSE,FALSE,FALSE,226,"- 1 reward points for every ₹ 100 on domestic spends.
- 2 reward points for every ₹ 100 on international spends. ",- 50% off on movie ticket bookings on BookMyShow.,,- Complimentary lounge access with priority pass,- Unlimited domestic and international lounge access for both primary and add on card holders with priority pass.,"- 4 complimentary rounds and lessons of golf annually at over 15 golf destinations in India, and an additional golf lesson for every Rs. 50,000 spent.",- 1% fuel surcharge waiver on transactions at all IndianOil petrol pumps.,"- Reward points can be redeemed for purchasing gift voucher with Citi Prestige Reward Catalog, frequent flyer program, hotel loyalty program. 
- 1 Reward Point = ₹ 1
- 1 Reward Point = 4 Airmiles for redemption against airmiles.
- 1 Reward Point = 1 Taj InnerCircle point.
- 1 Reward Point = 4 IHG points."
Citi Prestige Master Card,9,260,"- Welcome benefit of 2,500 bonus reward points at the time of joining.
- An annual benefit worth Rs. 10,000 from Taj group / ITC hotels every year.
- 1 reward point for every Rs. 100 on domestic spends.
- 2x reward points on international spends.
- Reward points redeemable for gift vouchers and gadgets, transferable to frequent flyer points, hotel loyalty programs, and many more categories.
- Complimentary Taj Epicure and Taj InnerCircle membership.","- 2,500 bonus reward points and a benefit worth Rs. 10,000 from ITC hotels or the Taj group.",FALSE,,,,,Citi Bank,https://www.billdesk.com/pgidsk/pgijsp/citicard/CITICARDVerify.jsp,TRUE,FALSE,,FALSE,https://cinsim.cardinsider.com/59ec330dea439d45d73a81b38e233d75.png,0xff314D58,0xff0D2025,components_master_card_master_cards,"Rs. 20,000 + GST","Rs. 20,000 + GST",FALSE,TRUE,FALSE,FALSE,FALSE,227,"- 1 reward points for every ₹ 100 on domestic spends.
- 2 reward points for every ₹ 100 on international spends. ",- 50% off on movie ticket bookings on BookMyShow.,,- Unlimited Complimentary Airport lounge access with priority pass.,- Unlimited domestic and international lounge access for both primary and add on card holders with priority pass.,"- 4 complimentary rounds and lessons of golf annually at over 15 golf destinations in India, and an additional golf lesson for every Rs. 50,000 spent.",- 1% fuel surcharge waiver on transactions at all IndianOil petrol pumps.,"- Reward points can be redeemed for purchasing gift voucher with Citi Prestige Reward Catalog, frequent flyer program, hotel loyalty program. 
- 1 Reward Point = ₹ 1
- 1 Reward Point = 4 Airmiles for redemption against airmiles.
- 1 Reward Point = 1 Taj InnerCircle point.
- 1 Reward Point = 4 IHG points."
IndusInd Bank Platinum Select Credit Card,3,233,"- Discounts at EazyDiner, and gift vouchers from BATA and Vero Moda.
- 1 Reward Point on Every Transaction of ₹ 150 spent.
- Buy 1 Get 1 Free Offer on Movies.
-  Air Accidental Cover and Travel Insurance Cover","- Discounts at EazyDiner, and gift vouchers from BATA and Vero Moda.",FALSE,,,,,Indusind Bank,https://www.billdesk.com/pgidsk/pgmerc/induscard/indus_card.jsp,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/17912a9ee63e0e672fdecb4d73633409.png,0xffAA2D32,0xff8F2528,components_visa_visas,Rs. 999 + GST,Nil,FALSE,FALSE,FALSE,FALSE,TRUE,200,- 1 Reward Point on every spend of Rs. 150.,- Buy 1 get 1 free offer on movie tickets on BookMyShow.,,,,,"- 1% fuel surcharge waiver for all transactions between ₹ 400 & ₹ 4,000.","- 1 RP = Re. 0.75 for redemption against cash credit.
- 1 RP = 1 Intermile.
- 1 RP = 0.5 CV Point for redemption against airmiles."
IndusInd InterMiles Odyssey Amex Credit Card,3,240,"- Welcome bonus of 2,000 bonus RPs once the card’s joining fee is paid.
- Complimentary EazyDiner Prime annual membership that gets renewed every year.
- Up to 50% extra discount on dining spends via the PayEazy on the EazyDiner app.
- Complimentary access to domestic lounges every year.
- Two complimentary movie tickets every month.
- 1% waiver on fuel surcharge.","- Get 15,000 bonus InterMiles, flight discount voucher worth ₹ 1,500 and hotel discount voucher worth ₹ 2,500 as a welcome offer.",FALSE,,,,,Indusind Bank,https://www.billdesk.com/pgidsk/pgmerc/induscard/indus_card.jsp,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/e3c8e72e4d00746c0071e545692bcdc5.png,0xffAA2D32,0xff8F2528,components_amex_american_expresses,"Rs. 10,000 + GST","Rs.  4,000 + GST",FALSE,TRUE,FALSE,FALSE,FALSE,208,"- 12 InterMiles on every ₹ 100 spent on booking flights on weekends.
- 8 InterMiles on every ₹ 100 spent on booking flights on weekdays.
- 6 Intermiles on every ₹ 100 spent on other spends on weekends..
- 4 Intermiles on every ₹ 100 spent on other spends on weekdays.",,,- Complimentary Priority Pass membership,- 2 complimentary airport lounge access with the Priority Pass.,- 1 complimentary golf game and 1 golf lesson per quarter.,"- 1% fuel surcharge waiver on fuel transactions between ₹ 400 and ₹ 4,000.",- Redeem intermiles for booking flight and hotel from InterMiles website and for shopping vouchers from Intermiles' reward store.
IndusInd InterMiles Odyssey Visa Credit Card,3,239,"- Welcome benefits of bonus InterMiles, flight and hotel dicount vouchers.
- Get 5,000 InterMiles on card renewal.
- Earn up to 8 intermiles on flight bookings from InterMiles website.
- Earn upto 4 intermiles on every other ₹ 100 spent on this card.
- Get buy 1 get 1 offer on movies. ","- Get 15,000 bonus InterMiles, flight discount voucher worth ₹ 1,500 and hotel discount voucher worth ₹ 2,500 as a welcome offer.",FALSE,,,,,Indusind Bank,https://www.billdesk.com/pgidsk/pgmerc/induscard/indus_card.jsp,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/0dec717ba9384123eb24a8f03a67985f.png,0xffAA2D32,0xff8F2528,components_visa_visas,"Rs. 10,000 + GST","Rs. 4,000 + GST",FALSE,TRUE,FALSE,FALSE,FALSE,207,"- 8 InterMiles on every ₹ 100 spent on booking flights on weekends.
- 6 InterMiles on every ₹ 100 spent on booking flights on weekdays.
- 4 Intermiles on every ₹ 100 spent on other spends on weekends..
- 3 Intermiles on every ₹ 100 spent on other spends on weekdays.",,,- Complimentary Priority Pass membership.,- 2 complimentary airport lounge access every quarter with the Priority Pass.,,"- 1% fuel surcharge waiver on fuel transactions between ₹ 400 and ₹ 4,000.",- Redeem intermiles for booking flight and hotel from InterMiles website and for shopping vouchers from Intermiles reward store.
IndusInd Intermiles Voyage Amex Credit Card,3,226,"- Welcome benefits of bonus InterMiles, flight, and hotel discount vouchers.
- Get 2,000 InterMiles on card renewal.
- Earn up to 8 intermiles on flight bookings from the InterMiles website.
- Earn upto 4 intermiles on every other ₹ 100 spent on this card.
- Covers accidental air death insurance up to ₹ 25 lakhs.
- Get buy 1 get 1 offer on movies. ","- Get 2,000 bonus InterMiles, flight discount voucher worth ₹ 750 and hotel discount voucher worth ₹ 1,500 as a welcome offer.",FALSE,,,,,Indusind Bank,https://www.billdesk.com/pgidsk/pgmerc/induscard/indus_card.jsp,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/be7d0b11787f8125bf29f7e40489a1b3.png,0xffAA2D32,0xff8F2528,components_amex_american_expresses,"Rs. 2,000 + GST","Rs. 2,000 + GST",FALSE,TRUE,FALSE,FALSE,FALSE,194,"- 8 InterMiles on every ₹ 100 spent on booking flights on weekends.
- 6 InterMiles on every ₹ 100 spent on booking flights on weekdays.
- 4 Intermiles on every ₹ 100 spent on other spends on weekends..
- 3 Intermiles on every ₹ 100 spent on other spends on weekdays.",- Get 1+1 offer on movie ticket bookings from BookMyShow.,- Save up to 20% on dining bills at partner restaurants.,- Complimentary Priority Pass membership,- 8 complimentary airport lounge access with Priority Pass.,,"- 1% fuel surcharge waiver on fuel transactions between ₹ 400 and ₹ 4,000.",- Redeem intermiles for booking flight and hotel from InterMiles website and for shopping vouchers from Intermiles' reward store.
IndusInd Intermiles Voyage Visa Credit Card,3,223,"- Welcome benefits of bonus InterMiles, flight and hotel discount vouchers.
- Earn 4 intermiles on flight bookings.
- Earn 3 intermiles on every ₹ 100 spent on weekends.
- Earn 2 intermiles on weekdays. 
- Covers accidental air death insurance up to ₹ 25 lakhs.
- Get buy 1 get 1 offer on movies. ","- Get 2,000 bonus InterMiles, flight discount voucher worth ₹ 750 and hotel discount voucher worth ₹ 1,500 as a welcome offer.",FALSE,,,,,Indusind Bank,https://www.billdesk.com/pgidsk/pgmerc/induscard/indus_card.jsp,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/d7c4782db50062fb71863df7076c0339.png,0xffAA2D32,0xff8F2528,components_visa_visas,"Rs. 2,000 + GST","Rs. 2,000 + GST",FALSE,TRUE,FALSE,FALSE,FALSE,191,"- 4 InterMiles on flight/hotel bookings from InterMiles website.
- 3 InterMiles on every ₹ 100 spent on weekends.
- 2 InterMiles on every ₹ 100 spent on weekdays.
- 2.5x Intermiles on every ₹ 100 spent on Etihad Airways.",- Get 1+1 offer on movie ticket bookings from BookMyShow.,,- Complimentary Priority Pass membership.,- 8 complimentary airport lounge access using the Priority Pass.,- 1 complimentary golf game and 1 golf lesson per quarter.,"- 1% fuel surcharge waiver on fuel transactions between ₹ 400 and ₹ 4,000.",- Redeem intermiles for booking flight and hotel from InterMiles website and for shopping vouchers from Intermiles reward store.
IndusInd Legend Credit Card,3,221,"- Complimentary domestic airport lounge visits each quarter.
- Buy 1 Get 1 Free (BOGO) offer on movie tickets via BookMyShow.
- 4,000 bonus Reward Points under the milestone benefits.
- Lower foreign currency markup fee of 1.8%.",,FALSE,,,,,Indusind Bank,https://www.billdesk.com/pgidsk/pgmerc/induscard/indus_card.jsp,FALSE,FALSE,,FALSE,https://cinsim.sgp1.digitaloceanspaces.com/credit_cards/1735296018382546917352960183825469CreditCardImage.webp,0xffAA2D32,0xff8F2528,components_master_card_master_cards,Nil,Nil,FALSE,TRUE,FALSE,FALSE,TRUE,190,"- 1 Reward Point on every ₹ 100 spent on weekdays.
- 2 Reward Points on every ₹ 100 spent on weekends.","- With the IndusInd Legend Credit Card, you get to buy one get one offer on movie tickets when you book them on BookMyShow.
- Up to 1 free ticket per month is available with Book My Show.
- The price of the free ticket is capped at Rs. 200.",,- Complimentary domestic airport lounge access.,- 1 Free Domestic Airport Lounge Access Every Quarter (4 Each Year),,- 1% of Fuel Surcharge Waiver applicable at all fuel stations across India.,"- 1 RP = Rs 0.50 for redemption against cash credit.
- 1 RP = Rs 0.75 InterMiles for redemption against Intermile.
- 1 RP = 1 CV Point for redemption against Club Vistara Points."
IndusInd Payback Credit Card,3,234,"- Welcome benefit of bonus payback points.
- Earn up to 20 Payback Points on every Rs. 100 you spend.
- Earn up to 50,000 bonus Payback Points every year on making a minimum of 4 transactions each month.
- Complimentary Payback Plus membership.
- Covers personal air accident insurance up to ₹ 25 lakhs.","- Get 1,000 bonus payback points as a welcome offer.",FALSE,,,,,Indusind Bank,https://www.billdesk.com/pgidsk/pgmerc/induscard/indus_card.jsp,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/129fe67fa0a8f6406c4be4bd690eceef.png,0xffAA2D32,0xff8F2528,components_visa_visas,Rs. 249 + GST,NIL,FALSE,FALSE,FALSE,FALSE,TRUE,201,"- 20 payback points on every ₹ 100 spent on movies. 
- 5 payback points on every ₹ 100 spent on all retail spends.
- 2 payback points on every ₹ 100 spent on utility and insurance categories.",,,,,,"- 1% fuel surcharge waiver on fuel transactions between ₹ 400 and ₹ 4,000.","- Redeem your payback points against e vouchers, recharges, buying products from the given catalog.
- 1 Payback Point = ₹ 0.25"
IndusInd Pioneer Legacy Credit Card,3,224,"- 2 Reward Points on every Rs. 100 spent on weekends & 1 Reward Point on every Rs. 100 spent on weekdays.
- 6,000 bonus reward points every year on achieving the milestone spend.
- Buy 1 Get 1 offer on movie ticket bookings on BookMyShow.
- Complimentary domestic & international lounge access.
- Complimentary golf games at selected golf courses.","- Oberoi hotel e gift voucher and a Luxe Gift card worth Rs 5,000",FALSE,,,,,Indusind Bank,https://www.billdesk.com/pgidsk/pgmerc/induscard/indus_card.jsp,FALSE,FALSE,,FALSE,https://cinsim.cardinsider.com/0eb9d4d2439cafb76c71e21ecccec4b9.png,0xffAA2D32,0xff8F2528,components_master_card_master_cards,"Rs. 45,000 + GST",Nil,TRUE,TRUE,FALSE,FALSE,FALSE,193,"- 2 Reward Points on every Rs 100 spent on weekends. 
- 1 Reward Point on every Rs 100 spent on weekdays.",- Buy 1 Get 1 free offer on movie tickets on BookMyShow three times each month.,,- Complimentary domestic as well as international lounge access and several travel insurance covers.,"- 1 complimentary domestic lounge access every quarter
- 2 complimentary international lounge access every quarter with the Priority Pass.",- 4 complimentary golf games every month.,"- 1% surcharge waiver on fuel transactions made between Rs. 400 and Rs. 4,000.","- 1 RP = Re. 1 for redemption against cash credit.
- 1 RP = 1 InterMile / 1 CV Point for redemption against InterMiles or club Vistara points."
